,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
0,-3.069499359773757,3.64396463242005,-0.5058455736724656,5.863174208688751,0.8556151600527528,5.257339423766814,-0.18635702747021857,-2.368981012719785,2.5189123776263145,1.9528122835147759,2.619415196607087,5.2164462229788,7.967428397039021,-1.8260915142318177,10.542698541119329,2.982711407103726,-1.2684384349848818,-1.1756786690736583,-3.010093514502138,5.4463777303366445
1,-0.26759482226479375,-2.774398508534039,0.8067170897892502,-1.651981575188973,0.5038141097613915,-0.860890080602517,-2.0056469014238605,-1.3744681275258674,1.7880566542940184,-2.4812693812270217,2.281104552266217,-0.20994463100707786,-2.793555849192157,1.152119146188086,-6.122067980363777,-4.003516549347237,0.830427663269812,2.0416295038022545,3.0410853895817924,-4.619980202852015
2,1.7108475345276628,-0.6296027032821181,0.363025554584846,-1.006646993015852,-0.8522070867294128,-0.663052003926669,-0.7622188062030253,1.3382566225312993,-3.055069649580919,1.036845840696464,-0.5403293459871252,-1.2613864047280445,-2.7943831117986067,0.4212167946347566,-0.0966413830274688,0.9157869488896642,0.515169793819731,0.8349150250433544,0.8120806444563006,-0.3053312033645779
3,3.0697265603142014,-2.1380213815548457,3.7816283599611755,-0.5738878574573958,-2.222571915453878,-1.8892947935818085,-3.0753267152672743,1.5161543832295656,-4.616255906822527,2.467550104543271,0.18356105729457528,-6.033298288662892,-4.6006630551546035,2.4814504313531947,-2.428740603192307,-0.28420503770976957,3.194697694168964,2.292677543554393,1.414397637184401,-3.725520391356279
4,0.8312824911661795,-1.8311882345345998,4.32018473397375,0.2553023498481748,-1.63716959257255,-5.820932596533748,0.9561792696125556,4.437087642926525,-5.125104852193925,2.659297043880546,0.031089430551421438,-6.406083153133354,-1.3640186056930155,-0.0738572698425255,0.9710715490476328,3.1920800746410176,-0.9702275351997975,-0.35376826148366836,1.4013530621349584,-3.7973974431405484
5,0.10288750425468121,0.6219781689869797,-1.072066804072957,-3.1902585146677884,-0.012772051516485194,-3.5839213284824067,4.238944158549792,2.988137636027856,-1.128739435141983,-1.7817659309188425,-2.709003762370598,-0.10660599370555009,-1.0183941806024865,-0.950965227260802,-2.1267116299227187,1.4722049314378083,-2.0168883953801746,-1.212890195870946,0.3067656778339876,-0.11720718147892817
6,-1.5533163581454583,0.7643608608664152,2.4249978841592634,3.353246250338416,-0.7482979591853463,-2.5112289377723322,-3.861991074190587,-0.17964752583345178,4.43190329530127,0.9022971994125479,-0.35544418752911056,-4.188459068877343,1.8941237784586964,-1.7465499321654072,-1.8973403675550309,-2.7579354025639065,-0.7284254179544877,0.09764492282067971,-0.08711443364498694,0.6189993061294161
7,-4.125440830852234,4.71911346357476,2.1467652259488514,9.203949277553855,2.965180588204017,0.4283338766581818,1.3391933334363444,-0.08091604073784597,6.862157479846541,1.088825796791589,-0.08459485205396411,-2.1417972660460745,12.56595078127365,-3.875128399788336,4.969911126380567,-0.5365301526290225,-5.157988463274475,-3.1063833197880455,-4.868385932843565,4.1725512693742814
8,0.1474749892587956,0.5438867662943181,-2.7914844319385734,-2.408885025965665,0.4641926034049877,1.034113279475196,3.1624907913148754,1.0692836288755205,-2.730131893075041,-1.2034153528490563,0.5521875987220531,5.195437977350104,-0.9886777891730245,-0.45972683406049675,2.9507906302179827,2.893847673068291,-1.5666067833514399,-0.14321253312485593,0.8994442373099955,1.1203345976139656
9,-1.4366515874971222,5.059535907628064,-2.5419906281929983,4.267004608526705,4.384125392695992,5.183360209626928,5.193851451995825,-0.6413926084239401,3.058031680696982,-1.5028545694456155,-1.0068136019153342,4.486314641267868,9.29988065974078,-1.7978516810908491,4.5525209415851275,0.6472830334160316,-4.0075242469042225,-2.213543435649056,-5.0585624376614575,5.287927643215169
10,2.6439529758443148,-3.3775404728251286,-0.34032864441253907,-5.634109604054653,1.586402946277865,-0.3466403336015211,2.2729772675114375,3.5310671396543496,-7.973752078376531,-1.582643894282628,-1.8222455883687885,2.8132496766674464,-6.145953559550255,-0.3029527022620535,-1.9250432733937748,3.9457732498886933,-1.3460590652660418,2.552803446195838,3.4971418775215364,-1.4164474700271563
11,1.7821907309360263,-1.1016473724331792,3.1229666662127618,1.3098918281152476,-0.33648780186044647,2.7481814783609453,0.06901232958741745,-0.778328618709978,-4.151231729848086,2.0781043268391297,2.5316030973322823,-1.9533887941264538,0.5141595862653147,3.675559056070459,2.337482595679218,1.1877015362023522,3.586407908303368,1.2567710409571315,-0.9514465882754596,-3.436257050866158
12,1.5206490767162744,-1.203362449074521,0.7173961557702624,-4.533558460663262,-3.1445007316119806,-3.9655445021181945,-3.5204244085663796,2.989548652707586,-3.3497669689576655,0.08783156736913789,-2.420653109361507,-0.6407315018397775,-7.812998297333218,-1.2328278750934676,-3.135682699947709,1.3991387778855722,0.7758767087644902,3.007870717627554,4.148689819137262,0.655306464957709
